artist_name,genres,followers,artist_popularity,track_name,album_name,release_date,duration_ms,explicit,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,display_name,song_uid
Adrianne Lenker,"countrygaze, indie pop, small room",567595,59,Indiana,a-sides,2014-05-01,157440,False,59,0.444,0.173,1,-13.476,1,0.0505,0.937,9.03e-06,0.117,0.488,154.857,Indiana — Adrianne Lenker,243
Adrianne Lenker,"countrygaze, indie pop, small room",567595,56,Sadness As A Gift,Bright Future,2024-03-22,259015,False,56,0.53,0.277,9,-11.037,1,0.031,0.862,0.0,0.112,0.358,115.34,Sadness As A Gift — Adrianne Lenker,244
Adrianne Lenker,"countrygaze, indie pop, small room",567595,58,zombie girl,songs,2020-10-23,164224,False,58,0.538,0.103,8,-19.38,1,0.0462,0.914,5.3e-05,0.137,0.383,128.424,zombie girl — Adrianne Lenker,245
Adrianne Lenker,"countrygaze, indie pop, small room",567595,55,Free Treasure,Bright Future,2024-03-22,215514,False,55,0.495,0.196,1,-9.992,1,0.0333,0.915,0.0,0.152,0.375,76.47,Free Treasure — Adrianne Lenker,246
ATEEZ,"k-pop, k-pop boy group",4174753,75,WORK,GOLDEN HOUR : Part.1,2024-05-31,172381,False,75,0.906,0.752,11,-5.296,0,0.085,0.0136,0.0,0.0733,0.635,100.003,WORK — ATEEZ,247
ATEEZ,"k-pop, k-pop boy group",4174753,70,BOUNCY (K-HOT CHILLI PEPPERS),THE WORLD EP.2 : OUTLAW,2023-06-16,187310,False,70,0.532,0.896,8,-4.356,1,0.184,0.00869,0.0,0.106,0.479,150.06,BOUNCY (K-HOT CHILLI PEPPERS) — ATEEZ,248
ATEEZ,"k-pop, k-pop boy group",4174753,69,Crazy Form,THE WORLD EP.FIN : WILL,2023-12-01,198365,False,69,0.83,0.791,5,-5.185,0,0.049,0.027,0.0,0.343,0.466,119.024,Crazy Form — ATEEZ,249
ATEEZ,"k-pop, k-pop boy group",4174753,68,Hush-Hush,Hush-Hush,2024-07-01,205013,False,68,0.797,0.831,11,-5.533,0,0.0643,0.0338,0.0,0.368,0.39,107.007,Hush-Hush — ATEEZ,250
ATEEZ,"k-pop, k-pop boy group",4174753,65,HALAZIA,SPIN OFF : FROM THE WITNESS,2022-12-30,197025,False,65,0.482,0.884,6,-4.538,0,0.0668,0.000677,0.000575,0.0883,0.377,171.915,HALAZIA — ATEEZ,251
ATEEZ,"k-pop, k-pop boy group",4174753,64,Blind,GOLDEN HOUR : Part.1,2024-05-31,198736,False,64,0.826,0.651,10,-6.864,0,0.055,0.00179,6.45e-06,0.0697,0.559,125.036,Blind — ATEEZ,252
ATEEZ,"k-pop, k-pop boy group",4174753,64,Guerrilla,THE WORLD EP.1 : MOVEMENT,2022-07-29,207921,False,64,0.555,0.89,9,-5.349,1,0.132,0.00399,0.0,0.0506,0.581,181.963,Guerrilla — ATEEZ,253
ATEEZ,"k-pop, k-pop boy group",4174753,64,Deja Vu,ZERO : FEVER Part.3,2021-09-13,196670,False,64,0.692,0.835,6,-4.978,0,0.0628,0.0517,0.0,0.134,0.566,80.017,Deja Vu — ATEEZ,254
ATEEZ,"k-pop, k-pop boy group",4174753,62,WONDERLAND,TREASURE EP.FIN : All To Action,2019-10-08,199013,False,62,0.571,0.964,4,-1.949,0,0.124,0.0503,0.0,0.356,0.519,129.997,WONDERLAND — ATEEZ,255
ATEEZ,"k-pop, k-pop boy group",4174753,62,"IT's You (YEOSANG, SAN, WOOYOUNG)",THE WORLD EP.FIN : WILL,2023-12-01,209538,False,62,0.68,0.709,2,-6.427,1,0.08,0.0306,3.43e-06,0.32,0.355,144.01,"IT's You (YEOSANG, SAN, WOOYOUNG) — ATEEZ",256
All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,77,"Dear Maria, Count Me In","So Wrong, It's Right",2007-09-25,182826,False,77,0.459,0.895,2,-3.126,1,0.0805,0.00725,0.0,0.206,0.572,181.04,"Dear Maria, Count Me In — All Time Low",257
All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,68,Monsters (feat. blackbear),"Wake Up, Sunshine",2020-04-03,174067,True,68,0.369,0.845,0,-3.449,0,0.0611,0.0493,0.0,0.416,0.782,78.532,Monsters (feat. blackbear) — All Time Low,258
All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,62,Weightless,Nothing Personal (Deluxe Version),2009-07-07,198000,True,62,0.497,0.923,2,-4.512,1,0.138,0.00282,0.0,0.158,0.663,181.074,Weightless — All Time Low,259
All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,61,Monsters (feat. Demi Lovato and blackbear),Monsters (feat. Demi Lovato and blackbear),2020-12-04,174424,True,61,0.51,0.787,0,-3.712,0,0.0529,0.0137,0.0,0.368,0.793,162.092,Monsters (feat. Demi Lovato and blackbear) — All Time Low,260
All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,45,"Dear Maria, Count Me In - ATL's Version",The Forever Sessions - Vol. 1,2024-08-23,187266,False,45,0.491,0.837,2,-3.528,1,0.0533,4.13e-05,0.0,0.194,0.384,90.529,"Dear Maria, Count Me In - ATL's Version — All Time Low",261
All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,60,Fake As Hell (with Avril Lavigne),Fake As Hell (with Avril Lavigne),2023-09-15,179166,True,60,0.456,0.911,1,-2.904,0,0.0476,0.000771,0.0,0.323,0.624,164.032,Fake As Hell (with Avril Lavigne) — All Time Low,262
All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,57,Remembering Sunday,"So Wrong, It's Right",2007-09-25,256733,False,57,0.45,0.602,6,-4.801,0,0.0264,0.15,0.0,0.141,0.316,170.043,Remembering Sunday — All Time Low,263
All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,53,Sleepwalking,Tell Me I'm Alive,2023-03-17,187344,False,53,0.514,0.671,11,-3.206,0,0.0309,0.022,0.0,0.0909,0.524,88.017,Sleepwalking — All Time Low,264
All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,56,A Love Like War (feat. Vic Fuentes),Don't Panic: It's Longer Now!,2013-09-30,213740,False,56,0.475,0.987,5,-3.515,0,0.121,0.00028,2.4e-06,0.335,0.632,162.005,A Love Like War (feat. Vic Fuentes) — All Time Low,265
All Time Low,"modern rock, neon pop punk, pop emo, pop punk",3042816,55,Break Your Little Heart,Nothing Personal (Deluxe Version),2009-07-07,171706,False,55,0.417,0.951,1,-3.006,1,0.0499,0.00295,0.0,0.335,0.643,147.944,Break Your Little Heart — All Time Low,266
Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,77,X'CLUSIVO - REMIX,X'CLUSIVO (REMIX),2024-02-29,208133,True,77,0.813,0.552,6,-6.328,1,0.0769,0.0702,0.000195,0.0542,0.773,146.953,X'CLUSIVO - REMIX — Arcángel,267
Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,70,La Jumpa,Sr. Santos,2022-12-01,255693,True,70,0.713,0.703,8,-5.769,1,0.194,0.298,0.0,0.321,0.576,123.06,La Jumpa — Arcángel,268
Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,76,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),2016-09-30,264000,True,76,0.815,0.514,6,-9.446,0,0.361,0.54,0.0,0.611,0.623,120.054,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian) — Arcángel,269
Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,65,Hace Mucho Tiempo,"Sentimiento, Elegancia y Maldad",2013-11-19,171333,False,65,0.687,0.782,8,-5.571,0,0.072,0.629,3.15e-05,0.106,0.72,89.978,Hace Mucho Tiempo — Arcángel,270
Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,75,Pa' Que La Pases Bien,El Fenomeno,2008-12-08,214120,False,75,0.897,0.755,9,-5.684,0,0.144,0.00758,0.000451,0.264,0.567,110.008,Pa' Que La Pases Bien — Arcángel,271
Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,74,ALV,"Sentimiento, Elegancia y Más Maldad",2023-11-17,224285,False,74,0.6,0.831,5,-3.858,1,0.0476,0.299,0.0,0.234,0.652,178.245,ALV — Arcángel,272
Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,74,Si Se Da - Remix,Si Se da Remix,2019-08-02,332240,True,74,0.817,0.672,11,-5.612,0,0.299,0.441,0.0,0.13,0.774,93.999,Si Se Da - Remix — Arcángel,273
Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,73,Me Prefieres A Mi,Me Prefieres A Mi,2012-01-01,195657,False,73,0.726,0.604,7,-8.127,1,0.0846,0.546,2.71e-05,0.913,0.788,80.994,Me Prefieres A Mi — Arcángel,274
Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,72,Me Ama Me Odia,Me Ama Me Odia,2016-09-01,326936,False,72,0.735,0.603,6,-9.474,0,0.203,0.226,3.56e-05,0.0844,0.429,135.993,Me Ama Me Odia — Arcángel,275
Arcángel,"latin hip hop, reggaeton, trap latino, urbano latino",15017847,67,PESO COMPLETO,ÉXODO,2024-06-20,193714,True,67,0.783,0.701,1,-5.455,1,0.132,0.283,0.000781,0.643,0.52,140.04,PESO COMPLETO — Arcángel,276
A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,68,The Downfall Of Us All,Homesick,2009-02-03,209093,False,68,0.588,0.881,0,-4.62,1,0.0666,0.000252,0.0,0.326,0.709,129.947,The Downfall Of Us All — A Day To Remember,277
A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,67,If It Means A Lot To You,Homesick,2009-02-03,243226,False,67,0.584,0.536,10,-8.158,1,0.0279,0.112,0.0,0.456,0.441,127.001,If It Means A Lot To You — A Day To Remember,278
A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,66,All I Want,What Separates Me From You,2010-11-16,202640,False,66,0.349,0.981,2,-3.228,0,0.141,2.58e-05,0.0,0.343,0.207,160.042,All I Want — A Day To Remember,279
A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,64,"I'm Made Of Wax, Larry, What Are You Made Of?",Homesick,2009-02-03,180840,False,64,0.241,0.97,10,-4.246,0,0.104,7.35e-05,0.0,0.904,0.621,159.93,"I'm Made Of Wax, Larry, What Are You Made Of? — A Day To Remember",280
A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,64,All Signs Point To Lauderdale,What Separates Me From You,2010-11-16,197200,True,64,0.425,0.983,10,-3.437,1,0.114,0.000263,0.0,0.114,0.513,149.95,All Signs Point To Lauderdale — A Day To Remember,281
A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,63,Have Faith In Me,Homesick,2009-02-03,188813,False,63,0.507,0.933,0,-4.7,1,0.0869,7e-05,0.0,0.105,0.715,149.996,Have Faith In Me — A Day To Remember,282
A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,62,Mr. Highway's Thinking About The End,Homesick,2009-02-03,255826,False,62,0.301,0.916,10,-6.218,0,0.0919,0.000132,1.84e-05,0.293,0.451,150.091,Mr. Highway's Thinking About The End — A Day To Remember,283
A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,61,Since U Been Gone,For Those Who Have Heart (Deluxe Edition),2007-01-22,198266,False,61,0.625,0.951,3,-5.209,1,0.0494,0.00497,0.0,0.107,0.721,128.01,Since U Been Gone — A Day To Remember,284
A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,61,Miracle,Miracle,2022-07-21,243977,True,61,0.463,0.917,7,-3.776,1,0.13,0.000266,1.8e-05,0.0872,0.369,160.028,Miracle — A Day To Remember,285
A Day To Remember,"alternative metal, metalcore, neon pop punk, pop punk, screamo",2354675,58,Resentment,You're Welcome,2021-03-05,227266,False,58,0.496,0.955,9,-3.607,0,0.196,8.3e-05,9.64e-05,0.0549,0.143,122.956,Resentment — A Day To Remember,286
Alicia Keys,"neo soul, pop, r&b",11997483,83,If I Ain't Got You,The Diary Of Alicia Keys,2003-12-02,228706,False,83,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,If I Ain't Got You — Alicia Keys,287
Alicia Keys,"neo soul, pop, r&b",11997483,81,My Boo,Confessions (Expanded Edition),2004-03-23,223440,False,81,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,My Boo — Alicia Keys,288
Alicia Keys,"neo soul, pop, r&b",11997483,74,No One,No One (Remixes),2007-10-09,254523,False,74,0.641,0.552,1,-5.423,0,0.0283,0.027,4.63e-06,0.148,0.152,90.098,No One — Alicia Keys,289
Alicia Keys,"neo soul, pop, r&b",11997483,76,Fallin',Songs In A Minor,2001-06-05,210200,False,76,0.652,0.609,11,-7.519,0,0.037,0.263,0.00101,0.233,0.482,95.986,Fallin' — Alicia Keys,290
Alicia Keys,"neo soul, pop, r&b",11997483,75,Girl on Fire,Girl on Fire (Remixes) - EP,2012-11-18,224920,False,75,0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513,Girl on Fire — Alicia Keys,291
Alicia Keys,"neo soul, pop, r&b",11997483,70,Un-thinkable (I'm Ready) (feat. Drake) - Remix,Un-thinkable (I'm Ready) (feat. Drake) [Remix],2010-05-28,282026,False,70,0.531,0.603,7,-6.242,1,0.0944,0.728,0.0,0.11,0.228,86.162,Un-thinkable (I'm Ready) (feat. Drake) - Remix — Alicia Keys,292
Alicia Keys,"neo soul, pop, r&b",11997483,69,Empire State of Mind (Part II) Broken Down,The Element Of Freedom,2009-12-15,216480,False,69,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923,Empire State of Mind (Part II) Broken Down — Alicia Keys,293
Alicia Keys,"neo soul, pop, r&b",11997483,66,You Don't Know My Name,The Diary Of Alicia Keys,2003-12-02,366733,False,66,0.264,0.663,9,-8.264,1,0.187,0.59,0.00443,0.342,0.249,167.078,You Don't Know My Name — Alicia Keys,294
Alicia Keys,"neo soul, pop, r&b",11997483,66,Un-thinkable (I'm Ready),The Element Of Freedom,2009-12-15,249240,False,66,0.596,0.505,7,-7.892,1,0.0619,0.732,1.97e-05,0.106,0.335,86.097,Un-thinkable (I'm Ready) — Alicia Keys,295
Alicia Keys,"neo soul, pop, r&b",11997483,64,I’m Not The Only One (feat. Alicia Keys),In The Lonely Hour - 10th Anniversary Edition,2024-08-02,220253,False,64,0.449,0.444,4,-7.248,1,0.0416,0.755,6.88e-05,0.267,0.138,81.222,I’m Not The Only One (feat. Alicia Keys) — Alicia Keys,296
Ayesha Erotica,unknown,1231864,73,Emo Boy,Big Juicy,2016-04-20,154096,True,73,0.699,0.698,11,-11.665,0,0.167,0.00534,0.0,0.267,0.601,133.972,Emo Boy — Ayesha Erotica,297
Ayesha Erotica,unknown,1231864,70,Yummy,Fresh Meat,2017-10-25,160940,True,70,0.776,0.659,10,-12.282,0,0.351,0.0127,0.00035,0.0424,0.656,91.067,Yummy — Ayesha Erotica,298
Ayesha Erotica,unknown,1231864,69,BREAK A NECK (w/ Ayesha Erotica),BREAK A NECK (w/ Ayesha Erotica),2024-04-17,116330,True,69,0.705,0.729,8,-5.028,1,0.143,0.000271,0.0682,0.229,0.632,159.012,BREAK A NECK (w/ Ayesha Erotica) — Ayesha Erotica,299
Ayesha Erotica,unknown,1231864,69,THE BADDEST (BADDER) [feat. Ayesha Erotica],THE BADDEST (BADDER) [feat. Ayesha Erotica],2024-07-19,143994,True,69,0.844,0.892,1,-0.892,1,0.312,0.0104,0.0,0.75,0.755,119.967,THE BADDEST (BADDER) [feat. Ayesha Erotica] — Ayesha Erotica,300
Ayesha Erotica,unknown,1231864,68,Yummy - Righteous Remix,Yummy (Righteous Remix),2023-12-01,164001,True,68,0.586,0.578,5,-10.113,0,0.0431,0.00133,0.871,0.136,0.3,82.004,Yummy - Righteous Remix — Ayesha Erotica,301
Ayesha Erotica,unknown,1231864,68,Literal Legend,Fresh Meat,2017-10-25,164728,True,68,0.632,0.81,7,-4.289,1,0.246,0.0141,7.42e-05,0.0863,0.832,137.031,Literal Legend — Ayesha Erotica,302
Ayesha Erotica,unknown,1231864,63,Big Juicy,Big Juicy,2016-04-20,205191,True,63,0.787,0.47,1,-10.623,1,0.243,0.000717,0.0,0.12,0.965,137.954,Big Juicy — Ayesha Erotica,303
Ayesha Erotica,unknown,1231864,63,Sixteen,Big Juicy,2016-04-20,131982,True,63,0.836,0.734,8,-12.171,1,0.0762,0.00403,0.0,0.0586,0.813,131.068,Sixteen — Ayesha Erotica,304
Ayesha Erotica,unknown,1231864,62,Vacation Bible School,Vacation Bible School,2018-12-31,291692,True,62,0.628,0.605,11,-11.536,0,0.198,0.103,0.0,0.0599,0.667,130.014,Vacation Bible School — Ayesha Erotica,305
Ayesha Erotica,unknown,1231864,62,Where You @,Barely Legal,2016-06-16,164307,True,62,0.514,0.735,1,-13.277,1,0.357,0.0232,0.0,0.0422,0.522,66.147,Where You @ — Ayesha Erotica,306
Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,82,Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,2022-12-02,194786,True,82,0.765,0.552,1,-7.524,0,0.309,0.175,0.0,0.193,0.492,119.476,Trance (with Travis Scott & Young Thug) — Young Thug,307
Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,82,It's Up (feat. Young Thug & 21 Savage),100 GIGS,2024-08-10,278000,True,82,0.782,0.719,1,-4.863,1,0.115,0.0311,0.0,0.157,0.304,139.941,It's Up (feat. Young Thug & 21 Savage) — Young Thug,308
Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,57,RIVER,RIVER,2024-08-03,247272,True,57,0.709,0.415,1,-10.811,1,0.0876,0.203,0.0,0.146,0.292,131.929,RIVER — Young Thug,309
Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,70,pick up the phone,pick up the phone,2016-06-03,252262,True,70,0.706,0.716,7,-4.263,0,0.0768,0.115,0.0,0.316,0.459,136.904,pick up the phone — Young Thug,310
Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,73,Go Crazy,Slime & B,2020-05-08,176960,True,73,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,Go Crazy — Young Thug,311
Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,72,Hot (Remix) [feat. Gunna and Travis Scott],So Much Fun (Deluxe),2019-12-20,279906,True,72,0.845,0.631,7,-8.206,0,0.216,0.188,0.0,0.0806,0.545,111.983,Hot (Remix) [feat. Gunna and Travis Scott] — Young Thug,312
Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,71,Way 2 Sexy (with Future & Young Thug),Certified Lover Boy,2021-09-03,257604,True,71,0.803,0.597,11,-6.035,0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,Way 2 Sexy (with Future & Young Thug) — Young Thug,313
Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,71,SKITZO (feat. Young Thug),UTOPIA,2023-07-28,366592,True,71,0.472,0.551,5,-7.219,0,0.25,0.103,0.0,0.345,0.347,83.25,SKITZO (feat. Young Thug) — Young Thug,314
Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,65,The London (feat. J. Cole & Travis Scott),So Much Fun,2019-08-16,200186,True,65,0.784,0.517,4,-8.981,0,0.209,0.0249,1.44e-06,0.155,0.206,97.991,The London (feat. J. Cole & Travis Scott) — Young Thug,315
Young Thug,"atl hip hop, atl trap, gangster rap, melodic rap, rap, trap",10288468,69,Digits,Slime Season 3,2016-03-25,176386,True,69,0.769,0.632,10,-4.228,0,0.0537,0.0325,0.0,0.116,0.294,131.932,Digits — Young Thug,316
Avicii,"dance pop, edm, pop, pop dance",22976158,86,Wake Me Up,True,2013-01-01,247426,False,86,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,Wake Me Up — Avicii,317
Avicii,"dance pop, edm, pop, pop dance",22976158,85,The Nights,The Days / Nights,2014-01-01,176658,False,85,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,The Nights — Avicii,318
Avicii,"dance pop, edm, pop, pop dance",22976158,80,Waiting For Love,Stories,2015-10-02,230613,False,80,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,Waiting For Love — Avicii,319
Avicii,"dance pop, edm, pop, pop dance",22976158,79,Levels - Radio Edit,Levels,2011-10-28,199906,False,79,0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,Levels - Radio Edit — Avicii,320
Avicii,"dance pop, edm, pop, pop dance",22976158,78,Hey Brother,True,2013-01-01,255093,False,78,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,Hey Brother — Avicii,321
Avicii,"dance pop, edm, pop, pop dance",22976158,77,Without You (feat. Sandro Cavazza),AVĪCI - 01,2017-08-10,181672,True,77,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,Without You (feat. Sandro Cavazza) — Avicii,322
Avicii,"dance pop, edm, pop, pop dance",22976158,73,Addicted To You,True,2013-01-01,148386,False,73,0.569,0.785,1,-4.057,0,0.0457,0.0505,1.12e-06,0.086,0.303,128.031,Addicted To You — Avicii,323
Avicii,"dance pop, edm, pop, pop dance",22976158,62,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,I Could Be The One [Avicii vs Nicky Romero],2012-01-01,208320,False,62,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit — Avicii,324
Avicii,"dance pop, edm, pop, pop dance",22976158,70,SOS (feat. Aloe Blacc),TIM,2019-06-06,157202,False,70,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,SOS (feat. Aloe Blacc) — Avicii,325
Avicii,"dance pop, edm, pop, pop dance",22976158,70,Lonely Together (feat. Rita Ora),AVĪCI - 01,2017-08-10,181812,False,70,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,Lonely Together (feat. Rita Ora) — Avicii,326
aespa,k-pop girl group,6165098,75,Supernova,Armageddon - The 1st Album,2024-05-27,178880,False,75,0.744,0.747,11,-4.281,0,0.0824,0.00691,2.03e-06,0.0739,0.368,120.077,Supernova — aespa,327
aespa,k-pop girl group,6165098,78,Armageddon,Armageddon - The 1st Album,2024-05-27,196466,False,78,0.695,0.789,9,-2.05,1,0.0671,0.0651,1.39e-06,0.168,0.469,91.991,Armageddon — aespa,328
aespa,k-pop girl group,6165098,81,Drama,Drama - The 4th Mini Album,2023-11-10,214973,False,81,0.644,0.872,6,-1.54,0,0.0417,0.164,0.0,0.363,0.378,131.016,Drama — aespa,329
aespa,k-pop girl group,6165098,70,Spicy,iScreaM Vol.26 : Spicy Remix,2023-09-15,197040,False,70,0.757,0.898,11,-1.247,0,0.0667,0.0138,0.0,0.0703,0.842,114.949,Spicy — aespa,330
aespa,k-pop girl group,6165098,72,Savage,Savage - The 1st Mini Album,2021-10-05,238143,False,72,0.727,0.879,9,-1.167,1,0.129,0.124,1.17e-05,0.244,0.671,146.959,Savage — aespa,331
aespa,k-pop girl group,6165098,71,Next Level,Next Level,2021-05-17,221573,False,71,0.82,0.852,11,-2.567,0,0.166,0.488,5.94e-06,0.0907,0.82,109.036,Next Level — aespa,332
aespa,k-pop girl group,6165098,67,Black Mamba,Girls - The 2nd Mini Album,2022-07-08,174933,False,67,0.612,0.912,2,-2.853,1,0.0796,0.064,0.000799,0.0843,0.472,90.006,Black Mamba — aespa,333
aespa,k-pop girl group,6165098,70,Hold On Tight,Hold On Tight,2023-03-30,149718,False,70,0.586,0.816,7,-6.331,1,0.283,0.0911,2.81e-06,0.235,0.265,119.8,Hold On Tight — aespa,334
aespa,k-pop girl group,6165098,61,Live My Life,Armageddon - The 1st Album,2024-05-27,159133,False,61,0.687,0.879,10,-3.459,1,0.0378,0.203,1.53e-06,0.0814,0.801,136.995,Live My Life — aespa,335
aespa,k-pop girl group,6165098,68,Hot Mess,Hot Mess,2024-07-03,192375,False,68,0.709,0.602,7,-5.054,1,0.273,0.12,6.3e-05,0.312,0.844,159.971,Hot Mess — aespa,336
El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,78,ESTE,ESTE,2024-07-04,162058,False,78,0.921,0.682,2,-4.641,1,0.199,0.0425,0.0,0.175,0.391,102.969,ESTE — El Alfa,337
El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,75,4K,4K,2020-03-12,201500,False,75,0.918,0.893,3,-4.585,0,0.142,0.346,0.012,0.118,0.802,120.012,4K — El Alfa,338
El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,75,Tacata (Remix),Tacata (Remix),2023-12-22,156716,True,75,0.922,0.678,9,-6.016,1,0.146,0.377,0.00279,0.412,0.58,134.012,Tacata (Remix) — El Alfa,339
El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,73,La Mamá de la Mamá,SAGITARIO,2022-11-22,219000,False,73,0.921,0.927,11,-3.025,1,0.104,0.284,0.0033,0.72,0.797,129.971,La Mamá de la Mamá — El Alfa,340
El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,70,Los Aparatos,SAGITARIO,2022-11-22,232843,False,70,0.868,0.878,1,-3.294,1,0.038,0.0509,0.00052,0.0857,0.899,112.987,Los Aparatos — El Alfa,341
El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,71,BEBÉ,Mis Manos,2021-03-04,197284,False,71,0.862,0.72,4,-4.155,1,0.0361,0.476,0.0,0.0543,0.967,129.993,BEBÉ — El Alfa,342
El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,72,La Romana,X 100PRE,2018-12-23,300579,True,72,0.654,0.726,0,-5.497,1,0.194,0.0328,0.0027,0.06,0.33,125.855,La Romana — El Alfa,343
El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,69,Suave (Remix),El Hombre,2018-11-02,305526,False,69,0.875,0.909,9,-3.558,1,0.076,0.14,0.00185,0.0616,0.524,119.999,Suave (Remix) — El Alfa,344
El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,69,PLEBADA,PLEBADA,2023-06-08,221739,False,69,0.848,0.976,9,-2.008,1,0.0799,0.286,0.000801,0.349,0.767,115.072,PLEBADA — El Alfa,345
El Alfa,"dembow, rap dominicano, trap latino, urbano latino",3571462,69,Besalo,El Androide,2020-05-15,163265,False,69,0.765,0.79,4,-2.129,0,0.0488,0.394,0.000487,0.142,0.613,147.03,Besalo — El Alfa,346
Alanis Morissette,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",2887083,73,Ironic - 2015 Remaster,Jagged Little Pill - 2015 Remaster,1995,230000,False,73,0.408,0.582,11,-8.305,1,0.0508,0.218,0.0,0.159,0.365,114.926,Ironic - 2015 Remaster — Alanis Morissette,347
Alanis Morissette,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",2887083,68,You Oughta Know - 2015 Remaster,Jagged Little Pill - 2015 Remaster,1995,249493,True,68,0.665,0.834,4,-7.737,1,0.0576,0.21,0.0,0.452,0.411,105.292,You Oughta Know - 2015 Remaster — Alanis Morissette,348
